track name=bed_data.bed description="./bed_data.bed, FDR=.15" itemRgb="On"
chr1	3000911	3000920	iwvcgkzswu
chr1	3000913	3000915	ngoegsrxlv
chr1	3000920	3000927	dnvqctwwcc
chr1	3000926	3000932	dicuypondb
chr1	3000936	3000946	gdnwjaqiku
chr1	3000945	3000954	njmxkwjiym
chr1	3000953	3000961	bawngjveqf
chr1	3000960	3000967	bbpgtpbsfk
chr1	3000964	3000968	ifsiibhuyz
chr1	3000969	3000974	avlohmzpop
chr1	3000971	3000973	qkmxrlrhzc
chr1	3000977	3000983	mwdrkjtbms
chr1	3000987	3000997	zgjakckpwp
chr1	3000997	3001007	shdqtufuic
chr1	3001000	3001003	pdjoklunog
chr2	3000024	3000031	spgzipdsqn
chr2	3000028	3000032	zwrwyeggtp
chr2	3000031	3000034	jdesttvgsm
chr2	3000033	3000035	smaodtulvl
chr2	3000035	3000037	bryslvhnmu
chr2	3000038	3000041	arzbijyyvb
chr2	3000047	3000056	sgnsoryjdn
chr2	3000049	3000051	sswumvnlkn
chr2	3000056	3000063	okimoegrqy
chr2	3000063	3000070	efivphsnxq
chr2	3000065	3000067	svrhvmsbwv
chr2	3000070	3000075	xwcbpeifmm
chr2	3000075	3000080	gwtwvmfpdr
chr2	3000077	3000079	ghrvhxhsek
chr2	3000080	3000083	wnwsqnopqa
chr2	3000090	3000100	uzhfcwnuev
chr2	3000095	3000100	bhhqfotmlc
chr2	3000103	3000111	gytpmvoavh
chr2	3000106	3000109	tqsgrqyabm
chr2	3000114	3000122	akpkygyjrz
chr2	3000122	3000130	qvutuuktxf
chr2	3000128	3000134	kyjmpcskuj
chr2	3000135	3000142	ismbwnyrmv
chr2	3000139	3000143	rwhripezdy
chr2	3000148	3000157	qpsrszybaf
chr2	3000150	3000152	xnyxboyhvd
chr2	3000154	3000158	rjhjotudil
chr2	3000163	3000172	hogzcwtyah
chr2	3000167	3000171	qmwajyvqpt
chr2	3000169	3000171	mweykhrszp
chr2	3000179	3000189	xwxarfdzfu
chr2	3000181	3000183	gdchgkjtwv
chr2	3000182	3000183	iqwlcfzxqx
chr2	3000191	3000200	mwelcxyivt
chr2	3000199	3000207	vjlubqzjmt
chr2	3000209	3000219	rcnwfdcriz
chr2	3000213	3000217	hfdbdwazoy
chr2	3000218	3000223	clqoferyce
chr2	3000222	3000226	kbumtjtrie
chr2	3000224	3000226	yydqvdyksy
chr2	3000233	3000242	cxstxiketv
chr2	3000238	3000243	njvtzzqiqr
chr2	3000240	3000242	kwxiqlvtbv
chr2	3000250	3000260	xzwbulmwnc
chr2	3000256	3000262	isjuigcftq
chr2	3000265	3000274	meqvtjsawb
chr2	3000271	3000277	qxrqnyfxbi
chr2	3000276	3000281	iurnoizqgm
chr2	3000282	3000288	iswajfxkkz
chr2	3000284	3000286	iutidzfuno
chr2	3000291	3000298	azypxxqjan
chr2	3000301	3000311	rzhfnugmfy
chr2	3000311	3000321	kqadokicxk
chr2	3000321	3000331	xjcenoaqno
chr2	3000322	3000323	zftezbktmp
chr2	3000326	3000330	vyttbzhofk
chr2	3000335	3000344	zrebhjvfdi
chr2	3000345	3000355	afgriyvezy
chr2	3000348	3000351	hnkzqcznnz
chr2	3000350	3000352	scncstgvxe
chr2	3000355	3000360	haciwzqkaw
chr2	3000358	3000361	fbiruqyglq
chr2	3000360	3000362	zahpwovnsh
chr2	3000364	3000368	dqqgmwvjtt
chr2	3000374	3000384	xkbzfzinve
chr2	3000376	3000378	vfbbfbyvyv
chr2	3000382	3000388	mwthkfjmlq
chr2	3000383	3000384	dondsslelm
chr2	3000388	3000393	afbmafosgd
chr2	3000393	3000398	xsqhoqbevr
chr2	3000400	3000407	qltbqjjbpb
chr2	3000401	3000402	ztcgtluiox
chr2	3000402	3000403	omwjloygxm
chr2	3000411	3000420	qzgdyifbxo
chr2	3000416	3000421	gzimaubzmo
chr2	3000423	3000430	wtzjbrmlri
chr2	3000426	3000429	ahgmztvgxk
chr2	3000430	3000434	bgonzxczqw
chr2	3000438	3000446	cofhpefrca
chr2	3000440	3000442	hsvkajinvr
chr2	3000447	3000454	cgmainnhhb
chr2	3000456	3000465	jwhmghiamb
chr2	3000461	3000466	vdedicljvs
chr2	3000469	3000477	ckgihfuixz
chr2	3000479	3000489	whnmrmcszk
chr2	3000486	3000493	dafgaqapmv
chr2	3000488	3000490	zjgakmfepx
chr2	3000497	3000506	zcnnsodwdk
chr2	3000505	3000513	ydylowjstn
chr2	3000511	3000517	lablkvgjnm
chr2	3000514	3000517	znzkpjkchb
chr2	3000520	3000526	vllvohwxls
chr2	3000529	3000538	byaepmbfpb
chr2	3000539	3000549	agkqopnqnb
chr2	3000545	3000551	moapnfvxrm
chr2	3000548	3000551	yssiwavbfb
chr2	3000549	3000550	vnjbdbhwim
chr2	3000554	3000559	pykjnnfyog
chr2	3000561	3000568	wgigzjfjyu
chr2	3000566	3000571	gqqzknnudm
chr2	3000571	3000576	tfnojsrmrq
chr2	3000577	3000583	sokbfcptvh
chr2	3000578	3000579	kcmnualmbh
chr2	3000581	3000584	ciuvvyupks
chr2	3000585	3000589	vbzoiqcoob
chr2	3000592	3000599	iqzieczfnd
chr2	3000594	3000596	cmedjkkrzf
chr2	3000597	3000600	rvzuvprkro
chr2	3000603	3000609	deqcxbsfum
chr2	3000604	3000605	vykpbsotre
chr2	3000605	3000606	jqthiabjqe
chr2	3000610	3000615	aljshybsys
chr2	3000618	3000626	bjdecljkcj
chr2	3000623	3000628	cptdokcbay
chr2	3000630	3000637	ytpmdypebu
chr2	3000632	3000634	qqlijmxkic
chr2	3000639	3000646	kcdnxqeegc
chr2	3000645	3000651	jfngqhnzaw
chr2	3000654	3000663	zkrpqclhxq
chr2	3000661	3000668	ggxhodvdlw
chr2	3000664	3000667	ckwrxdmwnj
chr2	3000674	3000684	izdkihndsh
chr2	3000675	3000676	htdnfujxrb
chr2	3000677	3000679	zrzcngegsv
chr2	3000680	3000683	vzuwqumpeu
chr2	3000689	3000698	yzksqedcvb
chr2	3000692	3000695	lzzfmotkqo
chr2	3000702	3000712	jxikssczjs
chr2	3000703	3000704	oxewazbcei
chr2	3000707	3000711	mjwsvkvvsl
chr2	3000710	3000713	qmkpfwcfjr
chr2	3000714	3000718	lbkdkanmub
chr2	3000721	3000728	jzxjlsakwh
chr2	3000726	3000731	jjcifrgawf
chr2	3000733	3000740	aguwgqrkya
chr2	3000743	3000753	adiuksbmel
chr2	3000744	3000745	scvkekkofg
chr2	3000745	3000746	dyimyzvcrx
chr2	3000746	3000747	rvdonikqyv
chr2	3000754	3000762	gxrltwcbcy
chr2	3000755	3000756	kdxxgqhipq
chr2	3000760	3000765	gqonfqdokv
chr2	3000761	3000762	kyfapssouc
chr2	3000771	3000781	fvewkciffq
chr2	3000777	3000783	ocxhvohike
chr2	3000787	3000797	itdoplbdtn
chr2	3000796	3000805	grbcpmilso
chr2	3000805	3000814	qbyaekpcuq
chr2	3000807	3000809	vcwygessnk
chr2	3000810	3000813	ldclaybgpp
chr2	3000811	3000812	hitweyoehk
chr2	3000821	3000831	nqvzfqfnat
chr2	3000827	3000833	itbjhcvhkh
chr2	3000829	3000831	ibzmyooaur
chr2	3000834	3000839	kfwtccjivr
chr2	3000838	3000842	hgtmmxwjgo
chr2	3000841	3000844	jxykkbxfdr
chr2	3000845	3000849	myejypsmkb
chr2	3000849	3000853	qzrsagdlzg
chr2	3000854	3000859	pptyudutzc
chr2	3000857	3000860	gcjdqwbpom
chr2	3000858	3000859	wqntqeapli
chr2	3000866	3000874	lbyhyirfby
chr2	3000872	3000878	axqblbvdfd
chr2	3000878	3000884	xibarvzkvc
chr2	3000886	3000894	zyqmanoerw
chr2	3000887	3000888	cmxeakkkrm
chr2	3000889	3000891	dgiyderubd
chr2	3000896	3000903	gkttephqob
chr2	3000903	3000910	qdaijlecmx
chr2	3000913	3000923	hegcjedrms
chr2	3000920	3000927	lfliteeznt
chr2	3000923	3000926	somivswmxg
chr2	3000932	3000941	sstkppjmer
chr2	3000939	3000946	chqkbajkne
chr2	3000946	3000953	lpkjpjkhqh
chr2	3000951	3000956	kohqhravve
chr2	3000959	3000967	uzfzuliypm
chr2	3000969	3000979	ujxidpqtoj
chr2	3000979	3000989	wuwqxuvpdj
chr2	3000985	3000991	poyboycsdf
chr2	3000994	3001003	vvskbnrjqp
